Date,Anomaly
188111,-0.2740
188112,-0.1920
188201,-0.1060
188202,0.1620
188203,0.1760
188204,-0.1500
188205,-0.3600
188206,-0.4800
188207,-0.6340
188208,-0.7240
188209,-0.6980
188210,-0.7000
188211,-0.8100
188212,-0.6060
188301,-0.4740
188302,-0.3240
188303,-0.1580
188304,-0.1460
188305,-0.3800
188306,-0.6060
188307,-0.8040
188308,-1.0260
188309,-0.8460
188310,-0.5740
188311,-0.3320
188312,-0.2120
188401,-0.0300
188402,-0.1660
188403,-0.3200
188404,-0.3480
188405,-0.5060
188406,-0.4440
188407,-0.3860
188408,-0.3800
188409,-0.4160
188410,-0.3380
188411,-0.5200
188412,-0.5220
188501,-0.4540
188502,-0.3220
188503,-0.1600
188504,-0.2600
188505,-0.0600
188506,0.2200
188507,0.4880
188508,0.7920
188509,1.2520
188510,1.2160
188511,1.0000
188512,0.6820
188601,0.3580
188602,0.2720
188603,0.1900
188604,0.1860
188605,0.1600
188606,0.1300
188607,0.0380
188608,0.1140
188609,0.1300
188610,0.1320
188611,0.1440
188612,0.0400
188701,-0.0080
188702,-0.1040
188703,-0.1500
188704,-0.2660
188705,-0.5200
188706,-0.9560
188707,-1.1960
188708,-1.2960
188709,-1.1860
188710,-0.9100
188711,-0.4780
188712,-0.2060
188801,-0.0940
188802,-0.1200
188803,-0.0100
188804,-0.0520
188805,-0.1120
188806,-0.0720
188807,-0.1120
188808,-0.2380
188809,-0.2640
188810,-0.2160
188811,-0.1840
188812,-0.1740
188901,-0.1980
188902,-0.1040
188903,0.1600
188904,0.3960
188905,0.7760
188906,1.0760
188907,1.0700
188908,0.9880
188909,0.8900
188910,0.5440
188911,0.4060
188912,0.3880
189001,0.1840
189002,0.0380
189003,0.1680
189004,0.1280
189005,-0.0120
189006,-0.0540
189007,-0.1400
189008,-0.3040
189009,-0.4580
189010,-0.4580
189011,-0.4200
189012,-0.3720
189101,-0.3160
189102,-0.1440
189103,-0.0600
189104,-0.1240
189105,-0.2640
189106,-0.5340
189107,-0.8220
189108,-0.9420
189109,-1.0120
189110,-0.8280
189111,-0.4400
189112,-0.1220
189201,0.0680
189202,-0.1000
189203,-0.4800
189204,-0.8340
189205,-1.0980
189206,-1.2320
189207,-0.9860
189208,-0.6940
189209,-0.3220
189210,0.0300
189211,0.3320
189212,0.3560
189301,0.3600
189302,0.1160
189303,0.0020
189304,-0.0740
189305,0.0420
189306,0.1640
189307,0.3100
189308,0.1820
189309,0.0520
189310,0.0520
189311,-0.0840
189312,-0.1400
189401,-0.1460
189402,-0.1480
189403,-0.2320
189404,-0.1420
189405,-0.1520
189406,-0.2580
189407,-0.3680
189408,-0.4260
189409,-0.4700
189410,-0.5720
189411,-0.5780
189412,-0.7180
189501,-0.6680
189502,-0.7140
189503,-0.7620
189504,-0.7460
189505,-0.6760
189506,-0.7840
189507,-0.8460
189508,-0.8180
189509,-0.7760
189510,-0.6920
189511,-0.6660
189512,-0.5320
189601,-0.3080
189602,-0.0980
189603,-0.0240
189604,-0.0480
189605,-0.1900
189606,-0.4160
189607,-0.6440
189608,-0.6200
189609,-0.5660
189610,-0.5940
189611,-0.5180
189612,-0.3220
189701,-0.2840
189702,-0.2080
189703,-0.1500
189704,-0.1720
189705,-0.3560
189706,-0.4640
189707,-0.6260
189708,-0.6640
189709,-0.8200
189710,-0.8700
189711,-0.9260
189712,-0.8460
189801,-0.7520
189802,-0.5400
189803,-0.2780
189804,-0.0420
189805,0.0620
189806,-0.0140
189807,-0.0740
189808,-0.1640
189809,-0.2620
189810,-0.5260
189811,-0.5340
189812,-0.5200
189901,-0.5460
189902,-0.6860
189903,-0.5720
189904,-0.4380
189905,-0.2160
189906,-0.0240
189907,0.3580
189908,0.4280
189909,0.4040
189910,0.1380
189911,-0.0980
189912,-0.3620
190001,-0.1740
190002,-0.2360
190003,-0.2760
190004,-0.4640
190005,-0.4360
190006,-0.4380
190007,-0.2300
190008,-0.1100
190009,0.1160
190010,-0.0380
190011,-0.0800
190012,-0.1940
190101,-0.1840
190102,-0.3660
190103,-0.3260
190104,-0.6020
190105,-0.6320
190106,-0.5980
190107,-0.2980
190108,-0.0400
190109,0.2040
190110,0.1160
190111,0.0060
190112,-0.1420
190201,-0.2500
190202,-0.2140
190203,-0.1140
190204,-0.1120
190205,-0.3700
190206,-0.5580
190207,-0.7480
190208,-1.0300
190209,-1.2080
190210,-1.2160
190211,-1.2480
190212,-1.2880
190301,-1.1840
190302,-1.0880
190303,-0.9100
190304,-0.7640
190305,-0.7440
190306,-0.7800
190307,-0.7740
190308,-0.6200
190309,-0.6820
190310,-0.7440
190311,-0.8880
190312,-1.0380
190401,-1.3720
190402,-1.5680
190403,-1.7120
190404,-1.6120
190405,-1.5720
190406,-1.4760
190407,-1.3880
190408,-1.2340
190409,-1.1000
190410,-0.9660
190411,-0.9740
190412,-1.0020
190501,-1.0300
190502,-1.0700
190503,-1.0660
190504,-0.9760
190505,-1.0620
190506,-1.2140
190507,-1.4000
190508,-1.4220
190509,-1.4620
190510,-1.4000
190511,-1.2840
190512,-1.1520
190601,-1.0020
190602,-0.9640
190603,-0.8860
190604,-0.8880
190605,-0.8960
190606,-1.1040
190607,-1.1620
190608,-1.1820
190609,-1.0320
190610,-0.9280
190611,-0.8040
190612,-0.6820
190701,-0.5020
190702,-0.4200
190703,-0.4080
190704,-0.4440
190705,-0.5080
190706,-0.6160
190707,-0.7520
190708,-0.7520
190709,-0.6380
190710,-0.5680
190711,-0.5460
190712,-0.5620
190801,-0.5660
190802,-0.5880
190803,-0.5580
190804,-0.5800
190805,-0.6060
190806,-0.5860
190807,-0.6240
190808,-0.6100
190809,-0.5260
190810,-0.4720
190811,-0.5780
190812,-0.6820
190901,-0.7160
190902,-0.7680
190903,-0.6080
190904,-0.4440
190905,-0.2820
190906,-0.2540
190907,-0.1660
190908,-0.1720
190909,-0.0760
190910,-0.1680
190911,-0.2160
190912,-0.1900
191001,-0.2360
191002,-0.3020
191003,-0.1200
191004,0.0860
191005,0.0840
191006,0.1180
191007,0.1140
191008,-0.0160
191009,-0.1120
191010,-0.1820
191011,-0.3400
191012,-0.4140
191101,-0.5300
191102,-0.7240
191103,-0.8640
191104,-0.8380
191105,-0.9320
191106,-0.9520
191107,-0.9420
191108,-0.8940
191109,-0.8240
191110,-0.7840
191111,-0.6480
191112,-0.5040
191201,-0.3420
191202,-0.2640
191203,-0.1080
191204,-0.0860
191205,-0.2040
191206,-0.4260
191207,-0.6840
191208,-0.7140
191209,-0.6620
191210,-0.6000
191211,-0.3660
191212,-0.1780
191301,-0.1880
191302,-0.3000
191303,-0.2000
191304,-0.1580
191305,-0.0520
191306,0.0080
191307,0.0960
191308,0.1040
191309,0.0580
191310,-0.0360
191311,-0.1040
191312,-0.1620
191401,-0.2320
191402,-0.2220
191403,-0.2340
191404,-0.2740
191405,-0.3660
191406,-0.5940
191407,-0.9220
191408,-0.8220
191409,-0.6760
191410,-0.4860
191411,-0.3700
