Date,Anomaly
191306,0.27
191307,0.19
191308,0.11
191309,-0.13
191310,0.08
191311,0.04
191312,-0.28
191401,-0.23
191402,-0.42
191403,-0.27
191404,0.09
191405,-0.34
191406,-0.43
191407,-0.88
191408,-1.41
191409,-1.55
191410,0.16
191411,0.30
191412,0.07
191501,-0.83
191502,-0.47
191503,0.49
191504,0.86
191505,0.92
191506,0.71
191507,0.36
191508,-0.45
191509,-0.10
191510,0.29
191511,0.11
191512,0.05
191601,0.18
191602,0.18
191603,0.12
191604,0.05
191605,-0.16
191606,-0.30
191607,0.47
191608,0.20
191609,0.36
191610,0.77
191611,0.61
191612,0.21
191701,-0.36
191702,-0.64
191703,-0.19
191704,0.17
191705,0.21
191706,0.88
191707,1.64
191708,1.69
191709,1.05
191710,0.98
191711,0.76
191712,0.39
191801,-0.03
191802,0.25
191803,-0.30
191804,-0.84
191805,-1.05
191806,-2.34
191807,-0.45
191808,-0.43
191809,-0.75
191810,-0.36
191811,0.42
191812,-0.02
191901,0.15
191902,-0.46
191903,-0.03
191904,-0.50
191905,-0.98
191906,-1.03
191907,-0.97
191908,-1.32
191909,-0.60
191910,-0.24
191911,-0.21
191912,-0.59
192001,0.25
192002,0.25
192003,0.58
192004,-0.05
192005,-1.13
192006,-0.38
192007,-0.13
192008,-0.38
192009,-0.64
192010,-0.38
192011,0.00
192012,-0.39
192101,-0.41
192102,-0.45
192103,-0.15
192104,0.61
192105,0.55
192106,0.65
192107,0.77
192108,0.57
192109,0.47
192110,0.43
192111,0.09
192112,-0.29
192201,-0.28
192202,-0.11
192203,-0.02
192204,-0.33
192205,-0.29
192206,-0.13
192207,-0.62
192208,-0.26
192209,-0.20
192210,-0.41
192211,-0.31
192212,-0.59
192301,-0.46
192302,-0.70
192303,-0.53
192304,-0.46
192305,-0.43
192306,-0.40
192307,-0.81
192308,-1.40
192309,-1.29
192310,-0.07
192311,0.01
192312,0.19
192401,-0.01
192402,-0.04
192403,0.47
192404,0.10
192405,0.39
192406,0.66
192407,0.26
192408,-0.06
192409,-0.31
192410,-0.29
192411,-0.38
192412,-0.49
192501,-0.94
192502,-0.95
192503,-0.59
192504,-0.20
192505,0.31
192506,0.50
192507,0.33
192508,0.12
192509,-0.37
192510,-0.81
192511,-0.33
192512,-0.07
192601,-0.25
192602,0.26
192603,0.31
192604,0.42
192605,0.09
192606,0.43
192607,0.06
192608,-0.11
192609,0.17
192610,0.74
192611,0.21
192612,0.08
192701,-0.03
192702,-0.13
192703,0.06
192704,0.15
192705,0.45
192706,0.69
192707,-0.04
192708,-0.18
192709,-0.22
192710,0.30
192711,0.44
192712,0.39
192801,0.04
192802,-0.04
192803,-0.25
192804,-0.13
192805,0.21
192806,0.13
192807,-0.26
192808,-0.25
192809,-0.49
192810,0.01
192811,0.18
192812,-0.11
192901,-0.12
192902,-0.12
192903,0.22
192904,0.17
192905,-0.31
192906,-0.13
192907,-0.10
192908,-0.40
192909,-0.59
192910,-0.18
192911,0.22
192912,-0.47
193001,-0.25
193002,-0.09
193003,-0.26
193004,-0.25
193005,0.02
193006,0.04
193007,0.07
193008,-0.15
193009,-0.15
193010,0.27
193011,0.46
193012,0.08
193101,0.00
193102,0.14
193103,0.41
193104,0.24
193105,0.43
193106,0.32
193107,-0.16
193108,0.04
193109,-0.03
193110,0.15
193111,-0.03
193112,-0.15
193201,-0.29
193202,-0.23
193203,-0.16
193204,-0.12
193205,-0.63
193206,-0.93
193207,-0.88
193208,-0.82
193209,-1.02
193210,-0.51
193211,0.03
193212,-0.16
193301,0.05
193302,-0.07
193303,-0.01
193304,0.00
193305,-0.10
193306,0.29
193307,0.50
193308,0.15
193309,-0.05
193310,0.84
193311,0.57
193312,0.29
193401,-0.25
193402,-0.36
193403,-0.14
193404,-0.07
193405,0.37
193406,0.92
193407,0.96
193408,1.17
193409,0.77
193410,0.41
193411,0.16
193412,0.33
193501,0.24
193502,-0.19
193503,-0.08
193504,-0.05
193505,0.06
193506,0.40
193507,0.02
193508,0.09
193509,-0.15
193510,0.32
193511,0.64
193512,0.27
193601,0.25
193602,0.08
193603,-0.14
193604,0.06
193605,-0.38
193606,-0.77
193607,-0.72
193608,-0.64
193609,-0.42
193610,-0.04
193611,0.24
193612,-0.17
193701,0.16
193702,0.24
193703,0.26
193704,0.61
193705,0.65
193706,1.33
193707,0.54
193708,0.22
193709,0.36
193710,0.82
193711,0.77
193712,0.57
193801,0.40
193802,0.38
193803,0.50
193804,0.50
193805,0.29
193806,0.12
193807,-0.24
193808,-0.07
193809,0.01
193810,0.57
193811,-0.03
193812,-0.16
193901,-0.20
193902,-0.45
193903,-0.36
193904,0.20
193905,0.72
193906,1.07
193907,0.56
193908,0.02
193909,-1.50
193910,-1.47
193911,-0.94
193912,-0.40
194001,0.03
194002,-0.25
194003,-0.98
194004,-1.24
194005,-0.51
194006,0.04
194007,-0.13
194008,0.01
194009,-0.34
194010,0.34
194011,-0.07
194012,-0.58
194101,0.04
194102,0.30
194103,0.68
194104,1.14
194105,0.99
194106,0.97
194107,0.69
194108,0.36
194109,0.17
194110,0.67
194111,0.84
194112,0.44
194201,-0.90
194202,0.58
194203,1.39
194204,0.72
194205,-0.29
194206,0.44
194207,0.27
194208,-0.38
194209,-0.05
194210,0.67
194211,0.39
194212,-0.07
194301,-1.23
194302,-0.46
194303,-0.03
194304,0.16
194305,0.36
194306,0.61
194307,0.45
194308,0.16
194309,-0.64
194310,-0.79
194311,0.17
194312,-0.55
194401,-0.50
194402,1.69
194403,1.73
194404,1.23
194405,0.33
194406,0.65
194407,0.74
194408,0.37
194409,0.68
194410,1.10
194411,1.87
194412,1.59
194501,1.62
194502,1.12
194503,0.86
194504,0.55
194505,1.02
194506,0.78
194507,0.23
194508,0.11
194509,0.45
194510,-0.19
194511,0.72
194512,0.30
194601,-0.32
194602,-0.49
194603,0.08
194604,-1.00
194605,0.02
194606,-0.32
194607,-0.44
194608,-0.46
194609,-0.55
194610,-0.47
194611,-0.52
194612,-0.56
194701,-0.20
194702,0.02
194703,-0.25
194704,-0.23
194705,0.27
194706,0.51
194707,0.98
194708,0.63
194709,-0.16
194710,0.05
194711,0.18
194712,-0.13
194801,-0.59
194802,-0.76
194803,-0.48
194804,-0.12
194805,0.01
194806,-0.10
194807,-0.50
194808,-0.57
194809,-0.96
194810,-0.27
194811,-0.16
194812,-0.67
194901,-0.52
194902,-0.48
194903,-0.24
194904,0.07
194905,-0.11
194906,-0.04
194907,0.14
194908,0.23
194909,-0.21
194910,0.29
194911,0.34
194912,-0.04
195001,-0.04
195002,-0.34
195003,0.26
195004,0.23
195005,0.37
195006,0.46
195007,-0.05
195008,-0.89
195009,-0.96
195010,-0.72
195011,-0.26
195012,-0.74
195101,-0.40
195102,-0.31
195103,-0.34
195104,-0.61
195105,-0.45
195106,0.21
195107,0.76
195108,0.49
195109,0.35
195110,0.32
195111,-0.03
195112,0.13
195201,0.34
195202,0.15
195203,0.34
195204,0.31
195205,0.15
195206,0.22
195207,-0.15
195208,-0.21
195209,0.20
195210,0.01
195211,-0.06
195212,-0.19
195301,-0.23
195302,-0.14
195303,-0.12
195304,-0.01
195305,-0.02
195306,0.20
195307,0.01
195308,-0.32
195309,0.00
195310,0.32
195311,0.24
195312,-0.09
195401,-0.40
195402,-0.31
195403,-0.27
195404,-0.61
195405,-0.46
195406,-0.49
195407,-0.84
195408,-0.72
195409,-0.34
195410,0.26
195411,0.10
195412,0.13
195501,-0.32
195502,-0.49
195503,-0.37
195504,0.37
195505,0.19
195506,0.48
195507,0.35
195508,0.03
195509,-0.10
195510,-0.15
195511,0.36
195512,-0.24
195601,-0.29
195602,-0.73
195603,-0.26
195604,0.36
195605,0.07
195606,-0.04
195607,-0.52
195608,-0.35
195609,-0.13
195610,0.00
195611,0.06
195612,-0.74
195701,-0.59
195702,-0.68
195703,-0.38
195704,-0.17
195705,0.33
195706,0.76
195707,0.78
195708,0.26
195709,-0.06
195710,-0.12
195711,0.37
195712,0.05
195801,0.50
195802,0.38
195803,0.74
195804,0.40
195805,-0.61
195806,-0.55
195807,-1.11
195808,-0.52
195809,-0.24
195810,-0.22
195811,-0.39
195812,-0.26
195901,-0.03
195902,0.02
195903,0.27
195904,0.73
195905,0.23
195906,0.32
195907,0.77
195908,0.31
195909,0.36
195910,0.63
195911,0.41
195912,0.10
196001,0.14
196002,-0.06
196003,-0.17
196004,0.02
196005,0.09
196006,0.53
196007,0.43
196008,0.61
196009,0.31
196010,0.57
196011,0.46
196012,0.29
196101,0.28
196102,0.49
196103,0.51
196104,0.65
196105,1.25
196106,0.50
196107,-0.38
196108,0.27
196109,-0.13
196110,0.56
196111,0.96
196112,0.46
196201,0.41
196202,0.40
196203,0.42
196204,0.58
196205,0.77
196206,0.53
196207,0.39
196208,0.32
196209,-0.21
196210,0.43
196211,0.27
196212,0.41
196301,0.53
196302,0.40
196303,0.64
196304,0.69
196305,1.03
196306,1.63
196307,1.32
196308,1.48
196309,1.11
196310,0.93
196311,1.03
196312,0.33
196401,0.64
196402,0.32
196403,0.48
196404,0.69
196405,0.75
196406,0.58
196407,0.51
196408,0.28
196409,-0.40
196410,-0.66
196411,-0.39
196412,-0.56
196501,-0.49
196502,-0.37
196503,0.35
196504,0.63
196505,0.72
196506,0.78
196507,0.18
196508,0.35
196509,0.31
196510,0.39
196511,0.43
196512,0.01
196601,0.07
196602,0.16
196603,0.54
196604,0.62
196605,0.86
196606,1.22
196607,1.35
196608,0.68
196609,-0.09
196610,0.44
196611,0.58
196612,0.68
196701,0.55
196702,0.31
196703,0.46
196704,0.52
196705,0.89
196706,0.41
196707,0.09
196708,-0.12
196709,-0.38
196710,-0.28
196711,-0.01
196712,-0.29
196801,-0.32
196802,-0.03
196803,-0.31
196804,0.45
196805,0.61
196806,0.64
196807,0.74
196808,1.17
196809,0.67
196810,1.03
196811,0.78
196812,0.04
196901,0.60
196902,0.70
196903,0.79
196904,0.85
196905,0.67
196906,0.58
196907,0.12
196908,0.07
196909,-0.17
196910,0.00
196911,-0.12
196912,-0.12
197001,0.12
197002,0.27
197003,0.38
197004,0.56
197005,0.63
197006,0.50
197007,0.13
197008,0.09
197009,-0.03
197010,0.42
197011,0.60
197012,0.24
197101,-0.01
197102,-0.38
197103,0.02
197104,0.42
197105,0.74
197106,0.64
197107,0.56
197108,0.29
197109,-0.11
197110,0.30
197111,0.09
197112,-0.65
197201,-0.12
197202,-0.08
197203,0.03
197204,0.13
197205,0.12
197206,0.47
