# Title: 0.0 Degrees N, 0.0 Degrees E Average Temperature Anomalies
# Units: Degrees Celsius
# Missing: -999
# Base Period: 1991-2020
Date,Anomaly
192212,-1.27
192301,-1.19
192302,-1.34
192303,-1.35
192304,-1.25
192305,-1.42
192306,-1.43
192307,-1.76
192308,-2.35
192309,-2.07
192310,-1.06
192311,-0.94
192312,-0.49
192401,-0.74
192402,-0.68
192403,-0.35
192404,-0.69
192405,-0.60
192406,-0.37
192407,-0.69
192408,-1.01
192409,-1.09
192410,-1.28
192411,-1.33
192412,-1.17
192501,-1.67
192502,-1.59
192503,-1.41
192504,-0.99
192505,-0.68
192506,-0.53
192507,-0.62
192508,-0.83
192509,-1.15
192510,-1.80
192511,-1.28
192512,-0.75
192601,-0.98
192602,-0.38
192603,-0.51
192604,-0.37
192605,-0.90
192606,-0.60
192607,-0.89
192608,-1.06
192609,-0.61
192610,-0.25
192611,-0.74
192612,-0.60
192701,-0.76
192702,-0.77
192703,-0.76
192704,-0.64
192705,-0.54
192706,-0.34
192707,-0.99
192708,-1.13
192709,-1.00
192710,-0.69
192711,-0.51
192712,-0.29
192801,-0.69
192802,-0.68
192803,-1.07
192804,-0.92
192805,-0.78
192806,-0.90
192807,-1.21
192808,-1.20
192809,-1.27
192810,-0.98
192811,-0.77
192812,-0.79
192901,-0.85
192902,-0.76
192903,-0.60
192904,-0.62
192905,-1.30
192906,-1.16
192907,-1.05
192908,-1.35
192909,-1.37
192910,-1.17
192911,-0.73
192912,-1.15
193001,-0.98
193002,-0.73
193003,-1.08
193004,-1.04
193005,-0.97
193006,-0.99
193007,-0.88
193008,-1.10
193009,-0.93
193010,-0.72
193011,-0.49
193012,-0.60
193101,-0.73
193102,-0.50
193103,-0.41
193104,-0.55
193105,-0.56
193106,-0.71
193107,-1.11
193108,-0.91
193109,-0.81
193110,-0.84
193111,-0.98
193112,-0.83
193201,-1.02
193202,-0.87
193203,-0.98
193204,-0.91
193205,-1.62
193206,-1.96
193207,-1.83
193208,-1.77
193209,-1.80
193210,-1.50
193211,-0.92
193212,-0.84
193301,-0.68
193302,-0.71
193303,-0.83
193304,-0.79
193305,-1.09
193306,-0.74
193307,-0.45
193308,-0.80
193309,-0.83
193310,-0.15
193311,-0.38
193312,-0.39
193401,-0.98
193402,-1.00
193403,-0.96
193404,-0.86
193405,-0.62
193406,-0.11
193407,0.01
193408,0.22
193409,-0.01
193410,-0.58
193411,-0.79
193412,-0.35
193501,-0.49
193502,-0.83
193503,-0.90
193504,-0.84
193505,-0.93
193506,-0.63
193507,-0.93
193508,-0.86
193509,-0.93
193510,-0.67
193511,-0.31
193512,-0.41
193601,-0.48
193602,-0.56
193603,-0.96
193604,-0.73
193605,-1.37
193606,-1.80
193607,-1.67
193608,-1.59
193609,-1.20
193610,-1.03
193611,-0.71
193612,-0.85
193701,-0.57
193702,-0.40
193703,-0.56
193704,-0.18
193705,-0.34
193706,0.30
193707,-0.41
193708,-0.73
193709,-0.42
193710,-0.17
193711,-0.18
193712,-0.11
193801,-0.33
193802,-0.26
193803,-0.32
193804,-0.29
193805,-0.70
193806,-0.91
193807,-1.19
193808,-1.02
193809,-0.77
193810,-0.42
193811,-0.98
193812,-0.84
193901,-0.93
193902,-1.09
193903,-1.18
193904,-0.59
193905,-0.27
193906,0.04
193907,-0.39
193908,-0.93
193909,-2.28
193910,-2.46
193911,-1.89
193912,-1.08
194001,-0.70
194002,-0.89
194003,-1.80
194004,-2.03
194005,-1.50
194006,-0.99
194007,-1.08
194008,-0.94
194009,-1.12
194010,-0.65
194011,-1.02
194012,-1.26
194101,-0.69
194102,-0.34
194103,-0.14
194104,0.35
194105,0.00
194106,-0.06
194107,-0.26
194108,-0.59
194109,-0.61
194110,-0.32
194111,-0.11
194112,-0.24
194201,-1.63
194202,-0.06
194203,0.57
194204,-0.07
194205,-1.28
194206,-0.59
194207,-0.68
194208,-1.33
194209,-0.83
194210,-0.32
194211,-0.56
194212,-0.75
194301,-1.96
194302,-1.10
194303,-0.85
194304,-0.63
194305,-0.63
194306,-0.42
194307,-0.50
194308,-0.79
194309,-1.42
194310,-1.78
194311,-0.78
194312,-1.23
194401,-1.23
194402,1.05
194403,0.91
194404,0.44
194405,-0.66
194406,-0.38
194407,-0.21
194408,-0.58
194409,-0.10
194410,0.11
194411,0.92
194412,0.91
194501,0.89
194502,0.48
194503,0.04
194504,-0.24
194505,0.03
194506,-0.25
194507,-0.72
194508,-0.84
194509,-0.33
194510,-1.18
194511,-0.23
194512,-0.38
194601,-1.05
194602,-1.13
194603,-0.74
194604,-1.79
194605,-0.97
194606,-1.35
194607,-1.39
194608,-1.41
194609,-1.33
194610,-1.46
194611,-1.47
194612,-1.24
194701,-0.93
194702,-0.62
194703,-1.07
194704,-1.02
194705,-0.72
194706,-0.52
194707,0.03
194708,-0.32
194709,-0.94
194710,-0.94
194711,-0.77
194712,-0.81
194801,-1.32
194802,-1.40
194803,-1.30
194804,-0.91
194805,-0.98
194806,-1.13
194807,-1.45
194808,-1.52
194809,-1.74
194810,-1.26
194811,-1.11
194812,-1.35
194901,-1.25
194902,-1.12
194903,-1.06
194904,-0.72
194905,-1.10
194906,-1.07
194907,-0.81
194908,-0.72
194909,-0.99
194910,-0.70
194911,-0.61
194912,-0.72
195001,-0.77
195002,-0.98
195003,-0.56
195004,-0.56
195005,-0.62
195006,-0.57
195007,-1.00
195008,-1.84
195009,-1.74
195010,-1.71
195011,-1.21
195012,-1.42
195101,-1.13
195102,-0.95
195103,-1.16
195104,-1.40
195105,-1.44
195106,-0.82
195107,-0.19
195108,-0.46
195109,-0.43
195110,-0.67
195111,-0.98
195112,-0.55
195201,-0.39
195202,-0.49
195203,-0.48
195204,-0.48
195205,-0.84
195206,-0.81
195207,-1.10
195208,-1.16
195209,-0.58
195210,-0.98
195211,-1.01
195212,-0.87
195301,-0.96
195302,-0.78
195303,-0.94
195304,-0.80
195305,-1.01
195306,-0.83
195307,-0.94
195308,-1.27
195309,-0.78
195310,-0.67
195311,-0.71
195312,-0.77
195401,-1.13
195402,-0.95
195403,-1.09
195404,-1.40
195405,-1.45
195406,-1.52
195407,-1.79
195408,-1.67
195409,-1.12
195410,-0.73
195411,-0.85
195412,-0.55
195501,-1.05
195502,-1.13
195503,-1.19
195504,-0.42
195505,-0.80
195506,-0.55
195507,-0.60
195508,-0.92
195509,-0.88
195510,-1.14
195511,-0.59
195512,-0.92
195601,-1.02
195602,-1.37
195603,-1.08
195604,-0.43
195605,-0.92
195606,-1.07
195607,-1.47
195608,-1.30
195609,-0.91
195610,-0.99
195611,-0.89
195612,-1.42
195701,-1.32
195702,-1.32
195703,-1.20
195704,-0.96
195705,-0.66
195706,-0.27
195707,-0.17
195708,-0.69
195709,-0.84
195710,-1.11
195711,-0.58
195712,-0.63
195801,-0.23
195802,-0.26
195803,-0.08
195804,-0.39
195805,-1.60
195806,-1.58
195807,-2.06
195808,-1.47
195809,-1.02
195810,-1.21
195811,-1.34
195812,-0.94
195901,-0.76
195902,-0.62
195903,-0.55
195904,-0.06
195905,-0.76
195906,-0.71
195907,-0.18
195908,-0.64
195909,-0.42
195910,-0.36
195911,-0.54
195912,-0.58
196001,-0.59
196002,-0.70
196003,-0.99
196004,-0.77
196005,-0.90
196006,-0.50
196007,-0.52
196008,-0.34
196009,-0.47
196010,-0.42
196011,-0.49
196012,-0.39
196101,-0.45
